Id,Date,content,User,hashtags,retweetCount,likeCount,followersCount,created,favouritesCount,listedCount,replyCount,source,lang
1537374907725750274,2022-06-16 10:01:55+00:00,"Muri #CHOGM2022 Nta Rungu! 
Aha ni hamwe muho wajya ugasusuruka muri iki gihe cya CHOGM 

@RDBrwanda 👏👏 

@CHOGM2022 @visitrwanda_now 
@PSF_Rwanda @MTNRwanda 
@bralirwaplc @AlwaysInyange 
@Forzzagaming @ahfrwanda1 @Sensitiveltd @KikacMusic 

#TrustMe https://t.co/TSJss1imA5",LuckyIbnMiraj,"['CHOGM2022', 'TrustMe']",2,7,69222,2015-11-26 17:06:59+00:00,22902,12,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",in
1537374737504116736,2022-06-16 10:01:15+00:00,"Dear @MTNRwanda these numbers 
0786 260 330 … 0783 104 259 are being used in fraudulent con MOMO engagements. The owners are using them to fleece off people.",kezio_musoke,,0,0,8222,2010-11-24 06:25:05+00:00,39926,46,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537374205234270209,2022-06-16 09:59:08+00:00,@MTNRwanda Iyi number 0790631465 irampamagaye ngo ni agent wa MTN yitwa Eric ngo aribeshye anyoherereza 92400Frw ariko mu byukuri kuri Momo ye handitse Bellancille yewe nizo cash ntazo mbonye! ubwo ntiyaba ari gutubura?,MANUDI2013,,0,0,4,2012-11-18 10:18:16+00:00,11,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537373012172980225,2022-06-16 09:54:23+00:00,@erick_shaba @MTNRwanda Nagiye kuri 4G ariko network yabaye nk'iya 2G. Maybe @MTNRwanda ibikiye connection CHOGM nyuma yaho bizatungana !🤔,WiVaughn,,0,0,37,2020-06-21 06:55:05+00:00,773,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tl
1537372593648504835,2022-06-16 09:52:43+00:00,@erick_shaba @MTNRwanda Njyewe nkoresha Mango 4G,marie_nyiraneza,,0,0,1521,2021-01-18 14:25:21+00:00,14973,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ht
1537364004900941825,2022-06-16 09:18:36+00:00,@MTNRwanda I Will call you later,NIYONSABAAlber5,,0,0,8,2022-05-14 14:28:43+00:00,27,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537362773235081216,2022-06-16 09:13:42+00:00,@MTNRwanda 0788464544,JanvierMuhimpu1,,0,0,41,2020-09-25 13:48:26+00:00,11,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",und
1537362621699133440,2022-06-16 09:13:06+00:00,Today morning I went again to your sce center Nyarutarama and I was given a very good service by a brown lady who sits on the side of internet and my issue was sorted out.@MTNRwanda @mkngambi,HarlosB,,0,0,1,2022-05-27 14:01:37+00:00,0,0,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537360945999237120,2022-06-16 09:06:26+00:00,@MTNRwanda Mwaramutse neza @MTNRwanda none se ikibazo nababajije ko mutansubije?,NIYONSABAAlber5,,0,0,8,2022-05-14 14:28:43+00:00,27,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1537358982783844352,2022-06-16 08:58:38+00:00,@MTNRwanda mwaramutse neza ariko,NIYONSABAAlber5,,0,0,8,2022-05-14 14:28:43+00:00,27,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537357504165945344,2022-06-16 08:52:46+00:00,@louiscarltu @MTNRwanda Yishyiremo niyanga ubimbaze!,erick_shaba,,0,2,14479,2014-05-23 08:57:08+00:00,23681,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tl
1537357036618403841,2022-06-16 08:50:54+00:00,@Mtdidier4 @MTNRwanda Ibaze! Aho urabeshye pe! Ko maze imyaka myinshi nyikoresha ko bitarambaho.,erick_shaba,,0,1,14479,2014-05-23 08:57:08+00:00,23681,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",hi
1537356839687438337,2022-06-16 08:50:07+00:00,@Niyomugabogilb8 @MTNRwanda 4G warayikoresheje muvandi? Cg uri gusubiramo indirimbo wumvanye undi muntu?,erick_shaba,,0,1,14479,2014-05-23 08:57:08+00:00,23681,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sl
1537356682824757249,2022-06-16 08:49:30+00:00,@JJusseret @MTNRwanda Nanjye ntyo!,erick_shaba,,0,2,14479,2014-05-23 08:57:08+00:00,23681,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ht
1537355429843542017,2022-06-16 08:44:31+00:00,@erick_shaba @MTNRwanda Na 3G ntifata neza ngo 4G yakunda?!! Reka reka iyo ni marketing ipfuye,louiscarltu,,0,1,102,2013-08-06 17:54:41+00:00,2124,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1537353593866670080,2022-06-16 08:37:14+00:00,@byukavuba @erick_shaba @MTNRwanda 😂 Ihangane mugihe ugitegereje ugufasha,ByiringiroAlai2,,0,0,48,2021-10-20 10:50:45+00:00,3446,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und
1537353294644924417,2022-06-16 08:36:02+00:00,@erick_shaba @MTNRwanda Ikibazo bacishamo bakatwiba,FedyFred1,,0,1,669,2020-05-20 06:56:56+00:00,11396,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1537353065828868097,2022-06-16 08:35:08+00:00,@byukavuba @erick_shaba @MTNRwanda Ntacyo bashobora bruh. Wibagora please,happiness_250,,0,1,6400,2012-03-19 09:47:51+00:00,23995,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1537352838397018113,2022-06-16 08:34:13+00:00,"@RURA_RWANDA muraho neza! Hari ikibazo ngira ngo muzadufashe gukemura: mfite internet park ya @MTNRwanda yo mu bwoko bwa 4G izamara ukwezi. Ariko iyo network ya 4G ibuze bahita banshyira kuri 3G kdi ntarayisabye, internet bundles za 3G zigakatwa kuri airtimes mfite muri tel.",JanvierMuhimpu1,,0,1,41,2020-09-25 13:48:26+00:00,11,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",in
1537351799375634434,2022-06-16 08:30:06+00:00,"@erick_shaba @MTNRwanda @MTNRwanda nabandikiye mbasaba gukemura ikibazo cya connection nke aho ntuye banga kunsubiza.

Habe no kureba iyo sms",byukavuba,,0,14,38927,2020-11-12 09:20:46+00:00,85310,14,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tl
1537350264923070466,2022-06-16 08:24:00+00:00,@erick_shaba @MTNRwanda Aba basenzi iyo umaze kugura pack y' ukwezi bahita bakwima Network nibisambo nawe uraho ngo uri kubamamaza,Mtdidier4,,0,3,13,2017-03-02 14:35:02+00:00,114,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537348824666148865,2022-06-16 08:18:17+00:00,21Y'ello care #mtnrwanda #mtmmomorwanda https://t.co/M2rbJYZlPy,mutalozius11,"['mtnrwanda', 'mtmmomorwanda']",0,0,33,2018-12-11 19:00:23+00:00,579,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",es
1537348604565737472,2022-06-16 08:17:24+00:00,@erick_shaba @MTNRwanda Shaba nubwo muyamamaza ark baratwiba 2 gusa 3G irabaye mbona 4G Ari baringa,Niyomugabogilb8,,0,1,445,2020-07-08 18:55:09+00:00,2177,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537348053987991553,2022-06-16 08:15:13+00:00,@erick_shaba @MTNRwanda Wansunikiye kuri Mbs se nange nkumva uko 4G imera umusa,mind_set20,,0,2,34,2020-10-15 08:36:24+00:00,438,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1537347673681969153,2022-06-16 08:13:42+00:00,21Y'ello care Rwamagaga@MtnRwanda make it happen to the big heart ❤️ Agahozo visit this morning big up to the Team https://t.co/ES5luucnfm,mutalozius11,,0,0,33,2018-12-11 19:00:23+00:00,579,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537345693542662145,2022-06-16 08:05:50+00:00,"@JustinNGOGA @RDBrwanda @RCBrwanda @MTNRwanda @airtelrw @RadissonKigali @KigaliMarriott @FlyRwandAir @TourismChamber @rbarwanda Thanks for the feedback, let me check it out…",KagameBruce,,0,0,1948,2015-05-16 05:42:10+00:00,21759,2,0,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",en
1537343842437021697,2022-06-16 07:58:29+00:00,@erick_shaba @MTNRwanda Nubwo MTN bayi critic kenshi gusa internet yabo iri stable kuruta iyi Airtel,JJusseret,,0,2,214,2020-10-16 04:24:10+00:00,21926,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537343357709602816,2022-06-16 07:56:33+00:00,@erick_shaba @MTNRwanda Haraburamo umurongo,happiness_250,,0,3,6400,2012-03-19 09:47:51+00:00,23995,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537343282300207105,2022-06-16 07:56:15+00:00,"@erick_shaba @MTNRwanda Ongeraho ngo ntanimwe, cg izindi; nsubuze!",js_coderi,,0,2,520,2010-05-15 12:58:55+00:00,5594,17,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537342469779488768,2022-06-16 07:53:01+00:00,@erick_shaba @MTNRwanda Haraburaho option imwe,jado_243,,0,2,3760,2013-10-10 17:52:36+00:00,49444,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537342162886610947,2022-06-16 07:51:48+00:00,"Waramutse ariko?

Wenda uracyakoresha 3G, cg wenda warasobanukiwe ushyiraho simukadi ya 4G ya @MTNRwanda! Ngaho Igira hino turebe akantu gato...shyiraho ijwi ryawe aha hasi ngire icyo nirebera. 

Twagiye?",erick_shaba,,0,12,14479,2014-05-23 08:57:08+00:00,23681,0,14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tl
1537336779019325440,2022-06-16 07:30:25+00:00,"@FGoloobaMutebi That shop was targeted because there were Rwandans inside selling yogourt and fish, every shop with MTN on it was destroyed. Congolese hate Rwanda because of genocide, we don’t want that abomination on our lands. We lived peacefully before 1994 and are willing to do so…",MacHugues,,0,0,1020,2013-09-08 09:04:49+00:00,3767,1,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537331614040182784,2022-06-16 07:09:53+00:00,"Foreign journalists here for #UKrefugees , @CHOGM frustrated about all dropped calls, slow 4G internet. Myself wonder why @MTNRwanda if offering asymmetrical 4G, with upload speed under 2Mbit. Guess advisable to get @airtelrw at their @CHOGM desk at airport arrival. @RURA_RWANDA",Lucas_Afrilive,['UKrefugees'],0,0,760,2013-04-20 12:49:24+00:00,1414,19,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1537330612276699139,2022-06-16 07:05:54+00:00,"After a $20m investment 2019 and the leadership of former @MTNRwanda CEO @BartHofker MTN had greatly improved. HD Voice calls, superb 3G data which rivaled 4G. Now under the leadership of @mkngambi the  telco is back to their old ways sadly.",Lucas_Afrilive,,0,0,760,2013-04-20 12:49:24+00:00,1414,19,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1537328328394293248,2022-06-16 06:56:50+00:00,@MTNRwanda B #WOWnesday @Venuste520 @muzungu_b @IKenny250,DTuyiseng,['WOWnesday'],0,0,39,2018-02-27 06:12:17+00:00,78,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1537326977119571968,2022-06-16 06:51:28+00:00,"@MTNRwanda Prefer more digital payment. C's you can pay anytime, everywhere",ClaudeKadiyama,,0,0,8,2020-09-08 17:54:58+00:00,68,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537322834812444672,2022-06-16 06:35:00+00:00,@anumino @asyv @MTNRwanda @DavidKayitare_ @obomadiego @SharonMazimhaka @mkngambi @MarinaMadale @CarterJHB Kabisa nasisi wenyewe.,ankurunziza1,,0,0,25,2016-12-29 22:45:02+00:00,460,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1537321432681951232,2022-06-16 06:29:26+00:00,Abaturarwanda dukwiye kwigq gufashanya.tukageza kuwabuze Ibyangombwa eg ID bidatinze cg ngobisabe guhindura biroroshye gukanda *125* ukabona nimero icyanditseho ukamuvugisha.mumfashe dukore ububukangurambaga #NIDA @MTNRwanda @Rwandapolice @rbarwanda @RMC_Rwanda,Wadence1,['NIDA'],0,0,3,2020-04-01 21:33:54+00:00,16,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tl
1537320645876400130,2022-06-16 06:26:18+00:00,@MTNRwanda What's the use of Prestige Platinum if there is no one to serve at MTN Center?,Lucas_Afrilive,,0,0,760,2013-04-20 12:49:24+00:00,1414,19,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537279936108679168,2022-06-16 03:44:32+00:00,"@MTNRwanda Digital payment.
Every piece of Cash count even units..",CreatorOliva,,0,0,20,2021-04-23 07:24:05+00:00,1309,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537278751158976512,2022-06-16 03:39:50+00:00,@MTNRwanda muraho muranzengereje bandles zanyu zishira zitanakoze muziko mwanyiboneye mugakabya.,jo_iribagiza,,0,0,135,2018-05-21 13:15:38+00:00,644,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1537205209751068672,2022-06-15 22:47:36+00:00,The best place to visit from 20-26th @visitrwanda_now @MTNRwanda @CHOGM2022 @PSF_Rwanda @Sensitiveltd @Bralirwa @KikacMusic#kigalipeople’s festival https://t.co/coP9eUjiKr,NasriMahoro,,1,3,415,2018-12-19 10:02:37+00:00,986,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537200849075724288,2022-06-15 22:30:16+00:00,@Fuadi_13of @CHOGM2022 @visitrwanda_now @PSF_Rwanda @MTNRwanda @Bralirwa @AlwaysInyange @Forzzagaming @AHFMag @Sensitiveltd @KikacMusic Turahabaye,KamonyianY,,0,0,689,2021-09-03 11:53:28+00:00,23878,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tr
1537198098904231943,2022-06-15 22:19:21+00:00,"Abanyamujyi muri tayali?? 

20th-26th/6/2022 🔥🔥 
This is Kigali People’s Festival 

@CHOGM2022
@visitrwanda_now 
@PSF_Rwanda
@MTNRwanda
@Bralirwa
@AlwaysInyange
@Forzzagaming
@AHFMag
@Sensitiveltd 
@KikacMusic https://t.co/MT2OSjKaef",Fuadi_13of,,0,15,49009,2018-02-25 09:27:23+00:00,978,6,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",et
1537182570974150657,2022-06-15 21:17:39+00:00,"@Youviawfc @WomeninFootball @a_mukuralinda @Forzzagaming @bralirwaplc @Cglobalsports @MTNRwanda @betPawaRwanda @SamirSylva @benjamingicumbi @HyundaiRwanda Good evening I am Shadrach Destiny Brown, I have a Liberian female soccer player Lofe N. Koffa, she is the Captain of Liberia National Female team and she is playing for a local club in Liberia.

My player has build interest in coming to play for a female club here in Rwanda. https://t.co/6LtLgvrzEG",ShadrachDBrown2,,0,0,38,2017-12-29 23:55:22+00:00,4,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537181249705545728,2022-06-15 21:12:24+00:00,"La maladie ne se guérit point en prononçant le nom du médicament , mais en prenant le médicament .on a trop dit que le Rwanda nous agresse , mtn nous devons prendre les armes (médocs) et livré une bataille acharnée #RwandaIsKiling .",Issa100za,['RwandaIsKiling'],0,0,465,2016-12-28 17:12:36+00:00,939,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fr
1537176224593747968,2022-06-15 20:52:25+00:00,@RwEquityBank @MTNRwanda @RURA_RWANDA And that how you solve issues …another week down🥹,_gakara,,0,0,900,2013-05-22 05:57:21+00:00,6110,2,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537169223545413634,2022-06-15 20:24:36+00:00,@LuckyIbnMiraj @MTNRwanda @CHOGM2022 https://t.co/TYH3n44bL3,SugiraBlaissy,,0,2,467,2019-03-31 22:14:43+00:00,22849,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",qme
1537163057859903494,2022-06-15 20:00:06+00:00,"💼 Anti – Money Laundering Officer at Mobile Money Rwanda LTD (Deadline: 18th, Jun 2022) , Click the Link to read more and APPLY 👉🏽 https://t.co/jh3ZpatMeO #accounting #finance #money #law #statistics  @MTNRwanda #RwOT #CareerOpportunities  #RwotGain",WIDECareers,"['accounting', 'finance', 'money', 'law', 'statistics', 'RwOT', 'CareerOpportunities', 'RwotGain']",1,2,1019,2017-06-09 16:09:39+00:00,7779,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1537157116011679747,2022-06-15 19:36:30+00:00,"@TuyisingizeLeo @LuckyIbnMiraj @MTNRwanda @CHOGM2022 Yitwa ""Change""",Kingpacofficial,,0,2,99,2017-05-29 21:30:35+00:00,3164,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ht
1537154056732426246,2022-06-15 19:24:20+00:00,@LuckyIbnMiraj @MTNRwanda @CHOGM2022 Umusaza 👍,ncbethebest1,,0,1,890,2011-11-20 21:28:34+00:00,5619,3,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und
1537153899504799746,2022-06-15 19:23:43+00:00,@LuckyIbnMiraj @MTNRwanda @CHOGM2022 Iyi song yitwa gute bro?,TuyisingizeLeo,,0,2,745,2019-12-06 00:49:08+00:00,8237,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537153262251659265,2022-06-15 19:21:11+00:00,"Kigali We Love ❤️ ❤️ 

Keep Enjoying Your 4G @MTNRwanda Everywhere You gooooo 💪

@chogm2022 Let’s goooo 🏃🏻‍♂️🏃🏻‍♂️

#TrustMe✌️ https://t.co/FpBxVCaJAX",LuckyIbnMiraj,['TrustMe'],1,24,69222,2015-11-26 17:06:59+00:00,22902,12,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537139808669208576,2022-06-15 18:27:43+00:00,@MTNRwanda izi rezo na services nizo abashyitsi bazabansangana koko?? Mubura iki ngo mwikosore just a week tu basubirayo mugakomeza gahunda zanyu!!! Mana weeee https://t.co/oMoSQZC0Zs,bahizi_brice,,0,0,20192,2012-08-17 12:41:02+00:00,132708,4,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1537139519115481091,2022-06-15 18:26:34+00:00,"From 20-26th June, 4PM till midnight. Time to cherish every single moment of life 💃🕺 @MTNRwanda @visitrwanda_now             #KigaliPeoplesFestival https://t.co/WWCVEsEkXf",RhadiaSalma,['KigaliPeoplesFestival'],2,22,3986,2020-09-26 04:49:15+00:00,1459,1,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537121022956261377,2022-06-15 17:13:04+00:00,"20th-26th/6/2022 🔥🔥 
This is Kigali People’s Festival 

➡️ MCs, Djs, Bands, Artists   

@CHOGM2022 @visitrwanda_now @MTNRwanda @bralirwaplc @Sensitiveltd @AlwaysInyange @Forzzagaming @ahfrwanda 
#KigaliPeoplesFestival #CHOGM2022 

#TrustMe https://t.co/KIhTVO2eFV",LuckyIbnMiraj,"['KigaliPeoplesFestival', 'CHOGM2022', 'TrustMe']",4,29,69222,2015-11-26 17:06:59+00:00,22902,12,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1537115451658055680,2022-06-15 16:50:56+00:00,"X Infotech has successfully implemented an interoperability switch solution for Rwanda National Digital Payment system. So Airtel and MTN Rwanda can transact payments seamlessly.
https://t.co/safTnm7Zfj",patrickmutabazi,,0,0,138,2011-06-22 19:17:06+00:00,1135,94,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537112232689078274,2022-06-15 16:38:09+00:00,@MTNRwanda Gusa i Ndera ho rwose network n'ubusanzwe nihatari no guhamagarana bikunda gake,i_nshutiyimana,,0,0,17,2022-04-11 10:34:51+00:00,52,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537109998756671490,2022-06-15 16:29:16+00:00,"@MTNRwanda Akarere ka Gasabo, umurenge wa Ndera akagari ka Kibenga umudugudu was Buhoro
0788489584",i_nshutiyimana,,0,0,17,2022-04-11 10:34:51+00:00,52,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1537109341639155712,2022-06-15 16:26:39+00:00,@MTNRwanda Thank you very much,judy_khanyola,,0,0,172,2014-06-18 07:23:44+00:00,221,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1537104421099806720,2022-06-15 16:07:06+00:00,@MTNRwanda Ese sinsigaye mbona na 4G yanyu igenda gake da😱🙉,i_nshutiyimana,,0,0,17,2022-04-11 10:34:51+00:00,52,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
